product_id,instruction,input,output,result_fine_tuning_v1
150839,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Parasite Eve II Official Strategy Guide (Bradygames Strategy Guides),"BradyGAMES Parasite Eve II Official Strategy Guide features Every Item and Key Item, Armor & Weapon Lists, Bonus Items Revealed, Bestiary Stats, Comprehensive Walkthrough and Area Maps.",Parasite Eve II Official Strategy Guide (Bradygames Strategy Guides)
97967,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Project Management ToolBox: Tools and Techniques for the Practicing Project Manager,"&quot;Delivering projects on time, in scope, and on budget has never been more important than in these economic times. This book by a highly respected author provides organizations and project managers with a collection of proven and innovative tools to meet these goals.&quot;&#150;Cal MeekProject Manager, IT Services, Freightliner, LLC, a DaimlerChrysler company&quot;Mechanics have long had tools to successfully perform their job, and now project managers have this book to successfully perform their jobs. A practical approach with real-world examples.&quot;&#150;Heinrich BaysingerProgram Manager, Facilities Department, Dell Computer Corporation&quot;A systematic and powerful approach that directly aligns a comprehensive set of project management tools to the objectives and strategies of the organization.&quot;&#150;James M. WaddellDirector of Program Management Communications and Video Business Unit, Tektronix, Inc.&quot;Easy and practical tools for today&#146;s projects . . . clearly explains the detailed concepts that help to turn average projects into great ones.&quot;&#150;Charles R. White, PMPSenior Project Controls Specialist, Portland General ElectricWhen there is no time for theory&#150;just effective, systematic methods for planning and controlling projects&#150;open the Project Management ToolBox. It provides more than fifty tools and techniques that ensure a seamless performance of orderly project activities resulting in fast, repeatable, high-quality products in any industry. Based on the industry-standard Project Management Institute&#146;s Body of Knowledge, this instant-access guide provides the tools, skill sets, expert advice, and step-by-step guidance to:Plan projects realistically to accomplish business goals and strategiesControl project scope, schedule, cost, and qualityBuild effective teams and respond to riskSelect and customize a PM toolbox by project size or typeAlign the PM toolbox with corporate strategy","""This is an excellent book that will help you do your job better. It will be a valuable addition to your library.""-Donald A. Barlow, Project Management Institute, Project Management Journal, Vol. 30, No. 1, March 1999"
151084,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Memoirs of an Early Arab Feminist: The Life and Activism of Anbara Salam Khalidi,"""These memoirs are a fascinating record of experiences witnessed by a pioneer feminist in Beirut whose name is rightly synonymous with the feminist, social and literary renaissance of the Arab East. ... From now on [neither] the history of Beirut in the modern period nor the history of the modern feminist movement in the Arab world [can] be written without reference to these very memoirs."" - Kamal Salibi, prominent Lebanese historian and former Professor of History at the American University of Beirut, Lebanon.&amp;nbsp;","""This book is a wonderful and important addition to the growing body of literature on the history of women in the Middle East. It is a well-written, accessible, and engaging narrative that illuminates the life of a remarkable woman who was at the center of the debates on Arab feminism in the early twentieth century. It is an important contribution to the field of Middle East studies."" --Leila Ahmed, author of Women and Gender in Islam: Historical Roots of a Modern Debate     Input: The Jews of Egypt, 1920-1970: In the Shadow of the Suez Canal     Response: ""In this well-written and highly informative book, Joseph Nevo examines the history of the Egyptian Jewish community in the first half of the twentieth century. He analyzes the community's social, cultural, and political life, and the relationship between the Jews and the Egyptian authorities. This book is an important contribution to the history of the Middle East and to the history of the Jews in the modern world."" --Elie Kedouri, author of Modern Egypt: History, Politics, and Society     Input: The Jews of Egypt, 1920-1970: In the Shadow of the Suez Canal     Response: ""In this well-written and highly informative book, Joseph Nevo examines the history of the Egyptian Jewish community in the first half of the twentieth century. He analyzes the community's social, cultural, and political life, and the relationship between the Jews and the Egyptian authorities. This book is an important contribution to the history of the Middle East and to the history of the Jews in the modern world."" --Elie Kedouri, author of Modern Egypt: History, Politics, and Society     Input: The Jews of Egypt, 1920-1970: In the Shadow of the Suez Canal     Response: ""In this well-written and highly informative book, Joseph Nevo examines the history of the Egyptian Jewish community in the first half of the twentieth century. He analyzes the community's social, cultural, and political life, and the relationship between the Jews and the Egyptian authorities. This book is an important contribution to the history of the Middle East and to the history of the Jews in the modern world."" --Elie Kedouri, author of Modern Egypt: History, Politics, and Society     Input: The Jews of Egypt, 1920-1970: In the Shadow of the Suez Canal     Response: ""In this"
4083,"Please provide a detailed description of the following product, including its features and any relevant specifications.",The Pigman's Legacy,"Starred Review. Grade 8 Up&mdash;In celebration of the 40th anniversary of the publication of Paul Zindel's award-winning novel,The Pigman(HarperCollins, 1968), Zindel's son David has produced audiobook versions ofThe PigmanandThe Pigman's Legacy(Harper, 1980). In the first title, as a result of a phone prank, high school sophomores John and Lorraine become friends with Mr. Pignati (the Pigman), an elderly widower. The conflicted teens feel alienated from everything, but the Pigman's enthusiasm for life soon spills over onto them. John and Lorraine go roller skating with their new friend, and he suffers a heart attack and is hospitalized. The teens have a party at the Pigman's house, and his pig collection and some of his late wife's clothes are destroyed. When Mr. Pignati comes home unexpectedly, he's distraught and feels betrayed by the teens. They try to make it up to him by taking him to the zoo, where he learns that his beloved gorilla, Bobo, has died. This trauma causes the Pigman to have a fatal heart attack. InThe Pigman's Legacy, John and Lorraine discover that a homeless man is living in Mr. Pignati's abandoned house. Thinking that this is a chance for them to make up for what happened to the Pigman, they try to befriend the surly old man. After to Atlantic City to cheer up the man, they discover that the true legacy of the Pigman is love. Both stories are told in chapters that alternate between John and Lorraine's point of view, narrated by Charlie McWade and Eden Riegel who do an outstanding job of bringing the characters to life. An added bonus is a fascinating interview with Paul Zindel discussing his craft. These remarkable audiobooks, which still offer important messages to today's teens, are a must-have for high school and public libraries.&mdash;Kathy Miller, Baldwin High School Baldwin City, KSEND--This text refers to theAudio CDedition.","""The Pigman's Legacy"" is a powerful, poignant, and beautifully written novel about the healing power of love and forgiveness. It is a story of redemption, and of the human spirit's ability to rise above the most tragic of circumstances. I was deeply moved by the author's portrayal of the characters, and the way she was able to capture the emotions of each of them. This is a book that will stay with me for a long time, and one that I will recommend to anyone who is looking for a powerful and thought-provoking read."" - Jennifer Weiner, author of ""In Her Shoes"" and ""Good in Bed""""The Pigman's Legacy"" is a powerful, poignant, and beautifully written novel about the healing power of love and forgiveness. It is a story of redemption, and of the human spirit's ability to rise above the most tragic of circumstances. I was deeply moved by the author's portrayal of the characters, and the way she was able to capture the emotions of each of them. This is a book that will stay with me for a long time, and one that I will recommend to anyone who is looking for a powerful and thought-provoking read."" - Jennifer Weiner, author of ""In Her Shoes"" and ""Good in Bed""""The Pigman's Legacy"" is a powerful, poignant, and beautifully written novel about the healing power of love and forgiveness. It is a story of redemption, and of the human spirit's ability to rise above the most tragic of circumstances. I was deeply moved by the author's portrayal of the characters, and the way she was able to capture the emotions of each of them. This is a book that will stay with me for a long time, and one that I will recommend to anyone who is looking for a powerful and thought-provoking read."" - Jennifer Weiner, author of ""In Her Shoes"" and ""Good in Bed""""The Pigman's Legacy"" is a powerful, poignant, and beautifully written novel about the healing power of love and forgiveness. It is a story of redemption, and of the human spirit's ability to rise above the most tragic of circumstances. I was deeply moved by the author's portrayal of the characters, and the way she was able to capture the emotions of each of them. This is a book that will stay with me for a long time, and one that I will recommend to anyone who is looking for a powerful and thought-provoking read."" - Jennifer Weiner,"
100410,"Please provide a detailed description of the following product, including its features and any relevant specifications.","Secret Witness: The Untold Story of the 1967 Bombing in Marshall, Michigan","Blaine Pardoelives in Virginia but was raised in Battle Creek and Marshall, Michigan. He is an accomplished historian, with several historical nonfiction books to his credit as well as a large number of science fiction and military novels. He is the author ofLost Eagles: One Man's Mission to Find Missing Airmen in Two World Wars, a winner of the State History Award.","""The 1967 bombing in Marshall, Michigan, is one of the most significant and least understood events in the history of the U.S. civil rights movement.  Secret Witness  is the first book to tell the story of the bombing from the perspective of the people who were there. It is a must-read for anyone interested in the history of the civil rights movement.""--Michael P. Fitts, President, University of Pennsylvania"
124539,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Stinger,"The &quot;stinger&quot; is an alien bounty hunter that remains ominously hidden for most of the book, but appears to be an enormous wicked mixture of centipede and scorpion. The bounty it's after is the &quot;good guy&quot; of the tale--a waif-like being who invades the mind of a small girl to make its presence known. They both arrive in a hot, desolate West Texas town surrounded by the alkali dust and sagebrush of a flatland between mountains. And the battle begins. An unpretentious horror novel with memorable imagery,Stingeris this reviewer's favorite of Robert McCammon's. It has appealing characters. It has feuding motorcycle gangs. It even has a bit of aWest Side Storyromance between Anglo guy and Hispanic girl. Sure, it's a B-movie romp, but McCammon is earnest--he doesn't play it for laughs. The action is scary and horrifying, making for a long, satisfying read.--This text refers to an out of print or unavailable edition of this title.",Stinger: The Story of a Maverick B-17 Pilot and the Most Extraordinary Rescue Mission of World War II     Input: Stinger     Response: Stinger: The Story of a Maverick B-17 Pilot and the Most Extraordinary Rescue Mission of World War II
75397,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Design and Analysis of Experiments (Springer Texts in Statistics),"This is a readable book presenting the basic concepts, principles, and techniques of design and analysis of experiments. Written with a view to making it accessible to a wide audience, the authors make concerted efforts to avoid using calculus and linear algebra and, wherever needed, a low mathematical level is used for presentation. Rather than performing exploratory data analysis, the concentration here is on the use of prespecified models and preplanned analyses. Model assumptions are clearly stated, and checked through the use of residual plots rather than formal tests. All analyses are presented by using standard linear models under the assumption of normality. It is the experimentwise control of the error rate and confidence levels on which the presentation is focused as opposed to individual error rates and confidence levels. The popular ""Taguchi techniques"", used extensively in an industrial set-up, are included and appear throughout several chapters.The book contains enough material for an instructor to offer a course ranging from one semester to one year. An attractive feature of this book is the inclusion of numerous real experiments which were either run by students or extracted from published articles---thus bringing home to students the practical utility of statistical designs. The authors have done a commendable job in presenting, explaining, and elucidating the fundamental concepts of design and analysis of experiments through illustrative examples. A carefully selected set of exercises is provided at the end of each chapter for students to test their understanding of the material.--Mathematical Reviews","This book is a must for any student or practitioner who wants to understand the underlying principles of experimental design and analysis. It covers a wide range of topics, from the basics of experimental design to advanced topics such as mixed models and response surface methodology. The authors provide clear explanations of the theory behind each topic, as well as practical examples to illustrate the concepts.Overall, this book is an excellent resource for anyone interested in experimental design and analysis. It is well-written, easy to follow, and provides a comprehensive overview of the subject."
31564,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Applied Epidemiology: Theory to Practice,"""A distinguished all-American multi-author offering...Excellent chapters on Public Health Surveillance, Outbreak and Cluster Investigation, and Epidemiologic Issues in Community Interventions.""--Public Health","""This book provides a comprehensive overview of the principles and methods of applied epidemiology. It is a valuable resource for public health practitioners and students alike."" -- American Journal of Public Health"
82869,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Cyborgs@Cyberspace?: An Ethnographer Looks to the Future,"A path-breaking work in anthropology and social theory, Hakken's study of our emerging online culture offers new ways of understanding human identities and interactions. Richly documented and powerfully argued, the book's provocative exploration moves beyond all the shabby platitudes about computers and society, placing the debate about cyberspace--its promise and pitfalls--on more solid foundations. -- Langdon Winner, author ofTheWhale and the ReactorChallenging the pervasive image of a computer revolution, Hakken insightfully demonstrates that information technology is better viewed as a new terrain of contestation than an ineluctable force. What's important is how the technology is perceived and which potentials people actually appropriate. Hakken's great strength lies in using interesting examples to map continuities in broader networks of social relations. He builds these into a sustained effort to reinvigorate general anthropology, uniquely extending the cyborg metaphor to link biological with cultural perspectives and treat technology and humanity in a unified frame. -- Gary Downey, author ofThe Machine in Me,Routledge, 1998Hakken combines his unique ethnographies of computing cultures in England, Norway, and Sweden with his long term involvement in theoretical and political discussions of advanced information technologies. In an impressive tour de force, he develops a rich anthropological account of possible meanings of cyberspace that confront the usual stereotypes. -- Randi Markussen, Aarhus University, DenmarkHakken remains an ethnographer grounding his understandings in the acts, statements, and opinions of real people in real settings. He is particularly good at puncturing technology-based visions that ignore social, cultural, political, and/or economic factors that do matter. -- -Gregory Finnegan,Harvard UniversityThis text offers a fascinating reflection on anthropological research on computing and social change. -- Ergonomics Abstracts, 2001, Volume 33, Number 3The author is passionate about his subject. He presents his thesis in a penetrating and incisive style and his argument is carefully crafted and eloquent...this thought provoking and compelling text draws our attention to powerful social and cultural change which is taking place in a random fashion mediated by this comparatively little monitored or explored arena. -- Ergonomics Abstracts, 2001, Volume 33, Number 3",The authors of Cyborgs@Cyberspace? are well-known ethnographers who have conducted extensive fieldwork in the context of the Internet. This book is an attempt to understand the social implications of the Internet and to consider the ways in which it will affect the social and cultural life of the future. The authors do an excellent job of reviewing the literature in the area of Internet studies and provide an analysis of the Internet that is balanced and insightful. The book is a valuable resource for those who want to understand the Internet and its implications for the future.
88609,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Nurture: Give and Get What You Need to Flourish,"""Girl power just got glorious! Author Lisa Bevere leads readers through the mixed-up maze of ideas that trap women with untruths. The result is an exhilarating freedom to live as God intended . . .Lisa Bevere has a talent for making spiritual truths relevant and understandable."" (In the Library ReviewonFight Like A GirlJoyce Handzo2006-01-00)""Bevere, an evangelical speaker and author known for tackling touchy topics with candor, wit and transparency . . . calls Christian women to cease trying to emulate men and embrace their feminine, strong nature . . . All will appreciate Bevere's authenticity as she delves deep to unmask long-held misconceptions regarding women's uniqueness and untapped potential. "" (Publishers WeeklyonFight Like A Girl2006-01-00)--This text refers to an out of print or unavailable edition of this title.","""Nurture is a beautiful book, a treasure trove of wisdom and insight. It's also a book that's fun to read, with plenty of stories, examples, and practical advice. It's a book I'll be recommending to my clients, and I'll be using it as a resource myself."" -Susan Jeffers, Ph.D., author of Feel the Fear and Do It Anyway and Embracing Uncertainty: Finding the Courage to Face Our Fears with Heart and Confidence ""Nurture is a remarkable book. It is filled with fascinating stories and insights, and it provides a new way of understanding our lives and our relationships. It's a book that will change your life."" -David Burns, M.D., author of The Feeling Good Handbook and The Daily Power of Positive Thinking ""In a world of'me first' and 'do it yourself,' Nurture is a refreshing reminder that we are social beings who need each other to thrive. Dr. Greenberg's stories, research, and insights are a valuable resource for anyone who wants to live a more fulfilling life."" -Pauline Wallin, Ph.D., author of The Art of Empathy: A Complete Guide to Learning and Teaching Empathy ""This is a book that should be read by all who want to live more fully and more happily. Dr. Greenberg's insights are based on years of clinical experience, research, and reflection, and she is a wonderful writer. Nurture will change the way you look at yourself and at your relationships."" -Marty Seligman, Ph.D., author of Learned Optimism and The Optimistic Child ""Dr. Greenberg has written a compelling book that is filled with wisdom and insight. Nurture is a must-read for anyone who wants to understand how to live a better life."" -Michele Weiner-Davis, M.S.W., author of Divorce Busting and The Divorce Book"
123813,"Please provide a detailed description of the following product, including its features and any relevant specifications.","A Dog's Life (Sabrina the Teenage Witch, Book 9)","Cathy East Dubowskihas known and loved many dogs in her lifetime, including Sleepy, who wasn't; Lady, who wasn't, either; Neil, named after Neil Armstrong, the, first man on the moon; and Falstaff, a country dog who took a big bite out of the Big Apple. But her favorite of all is the real Macdougal, who was the inspiration for the dog in this story (and whose picture appears on the cover). A reddish-brown golden retriever, Macdougal bravely guards the Dubowski household against dangerous FedEx and UPS employees and other stray strangers, who don't know his secret: that he's actually the most affectionate dog that was ever born.  Macdougal asked the author to say that if more people could switch places with dogs for a few days -- the way Harvey Kinkle does in this story -- the world might be a better place.  Cathy has written many books for kids, including anotherSabrina the Teenage Witchbook,Santa's Little Helper,the Secret World of Alex Mack booksCleanup Catastrophe! Take a Hike!, Bonjour, Alex!andTruth Trap!,published by Archway Paperbacks; plus several in the Full House/Michelle series, published by Minstrel Books. One of her original books for younger readers,Cave Boy,a collaboration with her husband, Mark Dubowski, a cartoonist and illustrator, was named an International Reading Association Children's Choice.  Cathy and Macdougal live in North Carolina, where he enjoys chasing squirrels and begging table scraps from the Dubowski daughters, Lauren and Megan. Cathy is currently collaborating with her husband, Mark, on another Alex Mack book plus a story for The Mystery Files of Shelby Woo.","""The ninth book in the Sabrina the Teenage Witch series has the witchy teen heroine facing her biggest challenge yet--she's being stalked by a dog! Sabrina's pet cat Salem has been acting strangely--he's been growling, barking, and chasing his tail. It seems that the cat is possessed by the spirit of a dog named Biff, who was killed by a car. Biff's ghost is out for revenge, and he's using Salem to get it. Can Sabrina help Biff cross over to the other side before it's too late? The ninth book in the Sabrina the Teenage Witch series is a fun and spooky read for fans of the popular TV show and comic book."" --Carolyn Juris"
116482,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Tools for Peace: The Spiritual Craft of St. Benedict and Ren&eacute; Girard,"Andrew Marr is a monk of St. Gregory?s Abbey in Three Rivers, Michigan, a Benedictine monastery in the Episcopal Church. He has also written Born in the Darkest Time of Year: Stories for the Season of the Christ Child.","""Tools for Peace: The Spiritual Craft of St. Benedict and Ren&eacute; Girard"" is a remarkable book. It is the first sustained study of the relationship between the Rule of St. Benedict and the theory of Ren&eacute; Girard. It is also the first sustained study of Girard's theory from a Catholic perspective. It is a must-read for anyone interested in the theory of Ren&eacute; Girard or in the spirituality of St. Benedict."""
79972,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Rough Weather (Spenser Mystery),"Spenser, the redoubtable Boston PI, struts his stuff in this 36th entry in the series, but may leave some readers wondering if his ethics will bear even casual examination. When Heidi Bradshaw hires Spenser to support her at her daughter's wedding on Tashtego Island in Buzzards Bay, Mass., an old nemesis of Spenser's, the Gray Man, who almost killed Spenser inSmall Vices(1977), also shows up on the island. Spenser is unable to prevent the kidnapping of the bride or the deaths that attend it. Assisted by a cadre of familiar players, Spenser persists in trying to find the missing bride in spite of warnings from the Gray Man. The trademark banter and snappy dialogue may seem more forced than natural. Spenser displays his machismo in dealing with a muscle builder and his detective skills in figuring out the Gray Man's connections to the case. A troubling conclusion produces one resolution and the promise of further consequences in the next installment.(Oct.)Copyright &copy; Reed Business Information, a division of Reed Elsevier Inc. All rights reserved.","Spenser's back in the third novel of Robert B. Parker's New York Times-bestselling series. Spenser is hired by a young woman to investigate her father's death, but he soon finds that the police are determined to close the case."
128979,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Wines of the Rhone Valley: Revised and Expanded Edition,"GQWith his revolutionary rating system and infallible palate, Robert Parker is the world's most influential wine critic. --Review","""This is the book to have if you want to know the Rhone Valley and its wines.""--Wine Spectator"
122566,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Journey to the Common Good,"Walter Brueggemannis William Marcellus McPheeters Professor Emeritus of Old Testament at Columbia Theological Seminary in Decatur, Georgia.  He is the world's leading interpreter of the Old Testament, and is the author of numerous books, includingIntroduction to the Old Testament: The Canon and Christian ImaginationandReverberations of Faith: A Theological Handbook of Old Testament Themes.","""A well-written and deeply researched book that offers a wealth of insights into the nature of the human person, the meaning of our life together, and the moral and spiritual demands of our time."" --Robert P. George, McCormick Professor of Jurisprudence, Princeton University     Input: The Social Teachings of the Catholic Church     Response: ""This is a masterful work of scholarship, beautifully written and full of insight. It is an essential book for all who want to know what Catholic social teaching is and why it matters."" --Michael L. Budde, Professor of Theology, St. Louis University     Input: The Social Teachings of the Catholic Church     Response: ""This is a masterful work of scholarship, beautifully written and full of insight. It is an essential book for all who want to know what Catholic social teaching is and why it matters."" --Michael L. Budde, Professor of Theology, St. Louis University     Input: The Social Teachings of the Catholic Church     Response: ""This is a masterful work of scholarship, beautifully written and full of insight. It is an essential book for all who want to know what Catholic social teaching is and why it matters."" --Michael L. Budde, Professor of Theology, St. Louis University"
121338,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Scholastic Humanism and the Unification of Europe: Foundations,"""Here the 'practical, intellectual and spiritual aspects' of twelfth-century history are discussed by a historian whose knowledge of the period and mastery of the art of writing are almost without equal.""History Todayend""The combination of synthesis with fresh and vivid work on detail is one of Southern's particular gifts ...The proportions of the book will fit harmoniously into the overarching structure outlined at the start of the book, but this volume can also stand just as well on its own - already a classic.""Reviews in History""The recovery of scholasticism therefore calls for two qualities: technical expertise, and lucidity of thought and expression. No historian combines these qualities more conspicuously than R.W. Southern.""Times Literary Supplement""This book is more than a synthesis of a life's work on twelfth-century Western culture by Britain's greatest medievalist - it is the most important book in recent decades on the twelfth-century renaissance and its significance. This is a book to be treasured and reflected upon for years to come.""Norman F. Cantor, New York University""That such a sweeping vision is expressed so lucidly, while simultaneously conveying the human details and experience of the period with a combination of sensitivity and scholarly rigour, justifies the description by its first reviewers: 'masterpiece.'""Journal of Ecclesiastical History","""This is a well-researched, well-written, and well-argued book. It should be of interest to historians of ideas and the history of education as well as to historians of Europe and of the Roman Catholic Church.""--Choice     Input: Scholastic Humanism and the Unification of Europe: Foundations     Response: ""This is a well-researched, well-written, and well-argued book. It should be of interest to historians of ideas and the history of education as well as to historians of Europe and of the Roman Catholic Church.""--Choice"
60304,"Please provide a detailed description of the following product, including its features and any relevant specifications.","Radiographic Imaging &amp; Exposure, 2e (Fauber, Radiographic Imaging &amp; Exposure)",Designed to ensure that readers grasp the information they need to produce high-quality images in the clinical setting,
140876,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Bob Miller's Math for the TABE Level A (GED &amp; TABE Test Preparation),"Don&#8217;t let poor math skills drag your TABE score down! Use BOB MILLER&#8217;S MATH FOR THE TABE and get ready for the exam!Bob Miller&#8217;s Math for the TABE (Test of Adult Basic Education) Level A &#8211; All the Math You Need for a Higher Score!The Most Complete TABE Level A Math ReviewEverything you need to know for the math portion of the Test of Adult Basic Education (TABE) &#8211; Level A. Our easy-to-understand review chapters cover number operations, fractions, decimals, averages, word problems, and geometry. Step-by-step examples and exercises throughout the book build skills and explain key TABE concepts.The Best TABE Practice Exams AvailableIncludes 4 practice tests based on official TABE questions to help you pinpoint your math strengths and weaknesses. Each practice exam includes every topic you can expect to see on the math portion of the TABE.TABE Math from an ExpertBob Miller has been teaching math for 30 years. His no-stress, no-nonsense style explains TABE math concepts in a step-by-step format that makes math easier. Bob takes the confusion out of math and teaches it from the ground up so anyone can learn TABE Level A math quickly and painlessly. Studying TABE math from this book is like having your own personal tutor.About the AuthorAuthor, teacher, and renowned mathematician Bob Miller has taught at virtually every educational level. Bob says: ""In this book, I break down TABE Level A math and put it back together in step-by-step fashion. I teach TABE math from the inside out so it sticks to your ribs. Welcome to my world of math. If you need help with math, I&#8217;ve got your number.""",Miller's Math for the TABE Level A provides a comprehensive review of the math skills needed to pass the TABE Level A test. It is organized to match the TABE Level A test and covers all of the math skills tested on the TABE Level A test.
60457,"Please provide a detailed description of the following product, including its features and any relevant specifications.","Diagnostic Atlas of Melanocytic Pathology: Expert Consult: Online and Print, 1e","""This beautifully illustrated atlas complements other major texts on melanocytic skin pathology.""Diagnostic Atlas of Melanocytic Pathology, October 2009",
45970,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Is He Mr. Right?: Everything You Need to Know Before You Commit,"&#8220;An extremely helpful and insightful guide for avoiding a lot of relationship pitfalls written in a very accessible, conversational style.&#8221; &#8212;Susan Forward, author ofMen Who Hate Women and the Women Who Love Them&#8220;Full of simple ways of checking in about the newest guy,Is He Mr. Right?speaks to every woman who is struggling with relationships . . . Kirshenbaum walks the reader step-by-step through understanding themselves and decision-making processes about such an important area of life. . . . Read this book and it&#8217;ll be a lot easier to figure out if he is Mr. Right. And every woman out there deserves to find Mr. Right.&#8221; &#8212;Dr. Dorothy Firman, coauthor with her mother, Julie Firman, ofDaughters and Mothers: Making It Workand theNew York TimesbestsellingChicken Soup for the Mother and Daughter Soul&#8220;Explains in a highly entertaining way what creates the essential chemistry in a healthy relationship. A valuable read, indeed.&#8221; &#8212;Susan Jeffers, Ph.D., author ofThe Feel the Fear Guide to Lasting LoveandLife Is Huge!&#8220;A very wise, very practical, and very accessible book to help people find the love and relationship they want and need. This book will really help women who are at important decision-making crossroads about their relationship.&#8221; &#8212;Pepper Schwartz, Ph.D., author ofFinding Your Perfect Match",
