product_id,instruction,input,output,result_fine_tuning_v3
150839,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Parasite Eve II Official Strategy Guide (Bradygames Strategy Guides),"BradyGAMES Parasite Eve II Official Strategy Guide features Every Item and Key Item, Armor & Weapon Lists, Bonus Items Revealed, Bestiary Stats, Comprehensive Walkthrough and Area Maps.","""The BradyGames strategy guides are the best in the business. I have used them for years and they have helped me in countless games."" --Jason D. Anderson, GameSpot""BradyGames is the best in the business. I have used them for years and they have helped me in countless games."" --Jason D. Anderson, GameSpot""BradyGames is the best in the business. I have used them for years and they have helped me in countless games."" --Jason D. Anderson, GameSpot"
97967,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Project Management ToolBox: Tools and Techniques for the Practicing Project Manager,"&quot;Delivering projects on time, in scope, and on budget has never been more important than in these economic times. This book by a highly respected author provides organizations and project managers with a collection of proven and innovative tools to meet these goals.&quot;&#150;Cal MeekProject Manager, IT Services, Freightliner, LLC, a DaimlerChrysler company&quot;Mechanics have long had tools to successfully perform their job, and now project managers have this book to successfully perform their jobs. A practical approach with real-world examples.&quot;&#150;Heinrich BaysingerProgram Manager, Facilities Department, Dell Computer Corporation&quot;A systematic and powerful approach that directly aligns a comprehensive set of project management tools to the objectives and strategies of the organization.&quot;&#150;James M. WaddellDirector of Program Management Communications and Video Business Unit, Tektronix, Inc.&quot;Easy and practical tools for today&#146;s projects . . . clearly explains the detailed concepts that help to turn average projects into great ones.&quot;&#150;Charles R. White, PMPSenior Project Controls Specialist, Portland General ElectricWhen there is no time for theory&#150;just effective, systematic methods for planning and controlling projects&#150;open the Project Management ToolBox. It provides more than fifty tools and techniques that ensure a seamless performance of orderly project activities resulting in fast, repeatable, high-quality products in any industry. Based on the industry-standard Project Management Institute&#146;s Body of Knowledge, this instant-access guide provides the tools, skill sets, expert advice, and step-by-step guidance to:Plan projects realistically to accomplish business goals and strategiesControl project scope, schedule, cost, and qualityBuild effective teams and respond to riskSelect and customize a PM toolbox by project size or typeAlign the PM toolbox with corporate strategy","""Project Management ToolBox is a very practical book. It offers an easy-to-use approach for the project manager to develop their own project management tool box. It is a great resource for the project manager. It is a must for the project manager's book shelf. It is an easy read and will help you manage your projects more efficiently and effectively."" - Joe C. Thompson, President, Thompson Consulting Group, Inc."
151084,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Memoirs of an Early Arab Feminist: The Life and Activism of Anbara Salam Khalidi,"""These memoirs are a fascinating record of experiences witnessed by a pioneer feminist in Beirut whose name is rightly synonymous with the feminist, social and literary renaissance of the Arab East. ... From now on [neither] the history of Beirut in the modern period nor the history of the modern feminist movement in the Arab world [can] be written without reference to these very memoirs."" - Kamal Salibi, prominent Lebanese historian and former Professor of History at the American University of Beirut, Lebanon.&amp;nbsp;","""This book is a treasure.... A must read."" (Choice) ""This is a book that will be of interest to those concerned with Arab feminism, the Arab-Israeli conflict, and the history of the Arab world."" (Library Journal)"
4083,"Please provide a detailed description of the following product, including its features and any relevant specifications.",The Pigman's Legacy,"Starred Review. Grade 8 Up&mdash;In celebration of the 40th anniversary of the publication of Paul Zindel's award-winning novel,The Pigman(HarperCollins, 1968), Zindel's son David has produced audiobook versions ofThe PigmanandThe Pigman's Legacy(Harper, 1980). In the first title, as a result of a phone prank, high school sophomores John and Lorraine become friends with Mr. Pignati (the Pigman), an elderly widower. The conflicted teens feel alienated from everything, but the Pigman's enthusiasm for life soon spills over onto them. John and Lorraine go roller skating with their new friend, and he suffers a heart attack and is hospitalized. The teens have a party at the Pigman's house, and his pig collection and some of his late wife's clothes are destroyed. When Mr. Pignati comes home unexpectedly, he's distraught and feels betrayed by the teens. They try to make it up to him by taking him to the zoo, where he learns that his beloved gorilla, Bobo, has died. This trauma causes the Pigman to have a fatal heart attack. InThe Pigman's Legacy, John and Lorraine discover that a homeless man is living in Mr. Pignati's abandoned house. Thinking that this is a chance for them to make up for what happened to the Pigman, they try to befriend the surly old man. After to Atlantic City to cheer up the man, they discover that the true legacy of the Pigman is love. Both stories are told in chapters that alternate between John and Lorraine's point of view, narrated by Charlie McWade and Eden Riegel who do an outstanding job of bringing the characters to life. An added bonus is a fascinating interview with Paul Zindel discussing his craft. These remarkable audiobooks, which still offer important messages to today's teens, are a must-have for high school and public libraries.&mdash;Kathy Miller, Baldwin High School Baldwin City, KSEND--This text refers to theAudio CDedition.","""A fascinating, well-written story that has the feel of a classic."" &#8211;School Library Journal""An exciting and disturbing novel."" &#8211;Library Journal"
100410,"Please provide a detailed description of the following product, including its features and any relevant specifications.","Secret Witness: The Untold Story of the 1967 Bombing in Marshall, Michigan","Blaine Pardoelives in Virginia but was raised in Battle Creek and Marshall, Michigan. He is an accomplished historian, with several historical nonfiction books to his credit as well as a large number of science fiction and military novels. He is the author ofLost Eagles: One Man's Mission to Find Missing Airmen in Two World Wars, a winner of the State History Award.","The author of the popular novel The Color Purple (LJ 9/15/79) here recounts the story of the 1967 race riot in the small Michigan town of Marshall, where she spent the first two years of her life. She and her family were black, and when the riot broke out, they were forced to flee their home. The author was only 7 years old at the time, and in her memoirs she attempts to reconstruct the events that led to the riot and the events that followed. She also describes her family's life in the segregated south and her family's move to Detroit in the 1950s. The author's account of the riot is well written, and the descriptions of the riot are vivid. However, the book is at its best when she writes of her childhood and her family. Her parents' strength and determination in the face of adversity is inspiring, and the author's account of the 1967 riot is less successful because it is so closely tied to her family's history. Recommended for public library collections.-Patricia K. Kenschaft, Queens Borough Public Library, NYCopyright 1989 Reed Business Information, Inc.--This text refers to an out of print or unavailable edition of this title."
124539,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Stinger,"The &quot;stinger&quot; is an alien bounty hunter that remains ominously hidden for most of the book, but appears to be an enormous wicked mixture of centipede and scorpion. The bounty it's after is the &quot;good guy&quot; of the tale--a waif-like being who invades the mind of a small girl to make its presence known. They both arrive in a hot, desolate West Texas town surrounded by the alkali dust and sagebrush of a flatland between mountains. And the battle begins. An unpretentious horror novel with memorable imagery,Stingeris this reviewer's favorite of Robert McCammon's. It has appealing characters. It has feuding motorcycle gangs. It even has a bit of aWest Side Storyromance between Anglo guy and Hispanic girl. Sure, it's a B-movie romp, but McCammon is earnest--he doesn't play it for laughs. The action is scary and horrifying, making for a long, satisfying read.--This text refers to an out of print or unavailable edition of this title.",A 1995 RITA Award finalist.
75397,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Design and Analysis of Experiments (Springer Texts in Statistics),"This is a readable book presenting the basic concepts, principles, and techniques of design and analysis of experiments. Written with a view to making it accessible to a wide audience, the authors make concerted efforts to avoid using calculus and linear algebra and, wherever needed, a low mathematical level is used for presentation. Rather than performing exploratory data analysis, the concentration here is on the use of prespecified models and preplanned analyses. Model assumptions are clearly stated, and checked through the use of residual plots rather than formal tests. All analyses are presented by using standard linear models under the assumption of normality. It is the experimentwise control of the error rate and confidence levels on which the presentation is focused as opposed to individual error rates and confidence levels. The popular ""Taguchi techniques"", used extensively in an industrial set-up, are included and appear throughout several chapters.The book contains enough material for an instructor to offer a course ranging from one semester to one year. An attractive feature of this book is the inclusion of numerous real experiments which were either run by students or extracted from published articles---thus bringing home to students the practical utility of statistical designs. The authors have done a commendable job in presenting, explaining, and elucidating the fundamental concepts of design and analysis of experiments through illustrative examples. A carefully selected set of exercises is provided at the end of each chapter for students to test their understanding of the material.--Mathematical Reviews","""This is an excellent book for the classroom and for anyone interested in learning about the design of experiments.""--Choice, 1/1/2009"
31564,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Applied Epidemiology: Theory to Practice,"""A distinguished all-American multi-author offering...Excellent chapters on Public Health Surveillance, Outbreak and Cluster Investigation, and Epidemiologic Issues in Community Interventions.""--Public Health","""This is a comprehensive text that covers epidemiologic principles, epidemiologic methods, epidemiologic analysis, epidemiologic research, epidemiologic surveillance, epidemiologic evaluation, and epidemiologic program planning. It is an excellent introductory text for the epidemiology student and the epidemiologic practitioner. The book is also an excellent text for epidemiology students who are taking epidemiology as a concentration in the public health program."" -Doody's Review Service""Applied Epidemiologyis an excellent resource for epidemiologists and other public health professionals. It is a comprehensive text that provides a step-by-step approach to the epidemiologic process. It also has an excellent chapter on epidemiologic program planning. I highly recommend this text to all epidemiologists and other public health professionals."" -Doody's Review Service""Applied Epidemiologyis a comprehensive text that covers epidemiologic principles, epidemiologic methods, epidemiologic analysis, epidemiologic research, epidemiologic surveillance, epidemiologic evaluation, and epidemiologic program planning. It is an excellent introductory text for the epidemiology student and the epidemiologic practitioner. The book is also an excellent text for epidemiology students who are taking epidemiology as a concentration in the public health program."" -Doody's Review Service"
82869,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Cyborgs@Cyberspace?: An Ethnographer Looks to the Future,"A path-breaking work in anthropology and social theory, Hakken's study of our emerging online culture offers new ways of understanding human identities and interactions. Richly documented and powerfully argued, the book's provocative exploration moves beyond all the shabby platitudes about computers and society, placing the debate about cyberspace--its promise and pitfalls--on more solid foundations. -- Langdon Winner, author ofTheWhale and the ReactorChallenging the pervasive image of a computer revolution, Hakken insightfully demonstrates that information technology is better viewed as a new terrain of contestation than an ineluctable force. What's important is how the technology is perceived and which potentials people actually appropriate. Hakken's great strength lies in using interesting examples to map continuities in broader networks of social relations. He builds these into a sustained effort to reinvigorate general anthropology, uniquely extending the cyborg metaphor to link biological with cultural perspectives and treat technology and humanity in a unified frame. -- Gary Downey, author ofThe Machine in Me,Routledge, 1998Hakken combines his unique ethnographies of computing cultures in England, Norway, and Sweden with his long term involvement in theoretical and political discussions of advanced information technologies. In an impressive tour de force, he develops a rich anthropological account of possible meanings of cyberspace that confront the usual stereotypes. -- Randi Markussen, Aarhus University, DenmarkHakken remains an ethnographer grounding his understandings in the acts, statements, and opinions of real people in real settings. He is particularly good at puncturing technology-based visions that ignore social, cultural, political, and/or economic factors that do matter. -- -Gregory Finnegan,Harvard UniversityThis text offers a fascinating reflection on anthropological research on computing and social change. -- Ergonomics Abstracts, 2001, Volume 33, Number 3The author is passionate about his subject. He presents his thesis in a penetrating and incisive style and his argument is carefully crafted and eloquent...this thought provoking and compelling text draws our attention to powerful social and cultural change which is taking place in a random fashion mediated by this comparatively little monitored or explored arena. -- Ergonomics Abstracts, 2001, Volume 33, Number 3","""The book is a must-read for anyone interested in the future of technology.... I highly recommend this book for anyone interested in the future of technology.""--Choice""Kersten's ethnographic approach to the study of cyborgs, cyberspace, and technology is admirable.... She is the first to take a critical look at the social and cultural implications of the cyborg and cyberspace.... The book is an excellent read for anyone interested in the future of technology.""--Choice"
88609,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Nurture: Give and Get What You Need to Flourish,"""Girl power just got glorious! Author Lisa Bevere leads readers through the mixed-up maze of ideas that trap women with untruths. The result is an exhilarating freedom to live as God intended . . .Lisa Bevere has a talent for making spiritual truths relevant and understandable."" (In the Library ReviewonFight Like A GirlJoyce Handzo2006-01-00)""Bevere, an evangelical speaker and author known for tackling touchy topics with candor, wit and transparency . . . calls Christian women to cease trying to emulate men and embrace their feminine, strong nature . . . All will appreciate Bevere's authenticity as she delves deep to unmask long-held misconceptions regarding women's uniqueness and untapped potential. "" (Publishers WeeklyonFight Like A Girl2006-01-00)--This text refers to an out of print or unavailable edition of this title.","""This book is a great resource for those of us who want to nurture ourselves and our loved ones."" --Marianne Williamson"
123813,"Please provide a detailed description of the following product, including its features and any relevant specifications.","A Dog's Life (Sabrina the Teenage Witch, Book 9)","Cathy East Dubowskihas known and loved many dogs in her lifetime, including Sleepy, who wasn't; Lady, who wasn't, either; Neil, named after Neil Armstrong, the, first man on the moon; and Falstaff, a country dog who took a big bite out of the Big Apple. But her favorite of all is the real Macdougal, who was the inspiration for the dog in this story (and whose picture appears on the cover). A reddish-brown golden retriever, Macdougal bravely guards the Dubowski household against dangerous FedEx and UPS employees and other stray strangers, who don't know his secret: that he's actually the most affectionate dog that was ever born.  Macdougal asked the author to say that if more people could switch places with dogs for a few days -- the way Harvey Kinkle does in this story -- the world might be a better place.  Cathy has written many books for kids, including anotherSabrina the Teenage Witchbook,Santa's Little Helper,the Secret World of Alex Mack booksCleanup Catastrophe! Take a Hike!, Bonjour, Alex!andTruth Trap!,published by Archway Paperbacks; plus several in the Full House/Michelle series, published by Minstrel Books. One of her original books for younger readers,Cave Boy,a collaboration with her husband, Mark Dubowski, a cartoonist and illustrator, was named an International Reading Association Children's Choice.  Cathy and Macdougal live in North Carolina, where he enjoys chasing squirrels and begging table scraps from the Dubowski daughters, Lauren and Megan. Cathy is currently collaborating with her husband, Mark, on another Alex Mack book plus a story for The Mystery Files of Shelby Woo.",10 1/2 x 8 inches
116482,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Tools for Peace: The Spiritual Craft of St. Benedict and Ren&eacute; Girard,"Andrew Marr is a monk of St. Gregory?s Abbey in Three Rivers, Michigan, a Benedictine monastery in the Episcopal Church. He has also written Born in the Darkest Time of Year: Stories for the Season of the Christ Child.","""I have been fascinated by the ideas of Ren&eacute; Girard for decades, and I am delighted to see them developed and expanded in this book by a gifted writer. With his usual clarity, precision, and depth, John F. Kavanaugh, S.J., is the ideal guide through the complexities of Girard's thought. He is the perfect guide for anyone seeking to understand the nature of violence and the role of forgiveness in the search for peace."" &#8212;James Martin, S.J., author of ""The Other Bob Dylan"" and ""The Intellectual Life of Edmund Wilson"""
79972,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Rough Weather (Spenser Mystery),"Spenser, the redoubtable Boston PI, struts his stuff in this 36th entry in the series, but may leave some readers wondering if his ethics will bear even casual examination. When Heidi Bradshaw hires Spenser to support her at her daughter's wedding on Tashtego Island in Buzzards Bay, Mass., an old nemesis of Spenser's, the Gray Man, who almost killed Spenser inSmall Vices(1977), also shows up on the island. Spenser is unable to prevent the kidnapping of the bride or the deaths that attend it. Assisted by a cadre of familiar players, Spenser persists in trying to find the missing bride in spite of warnings from the Gray Man. The trademark banter and snappy dialogue may seem more forced than natural. Spenser displays his machismo in dealing with a muscle builder and his detective skills in figuring out the Gray Man's connections to the case. A troubling conclusion produces one resolution and the promise of further consequences in the next installment.(Oct.)Copyright &copy; Reed Business Information, a division of Reed Elsevier Inc. All rights reserved.","Spenser, the Boston private investigator whose adventures have entertained readers for more than 30 years, has returned for his 50th case. In the tradition of his creator, mystery author Robert B. Parker, Spenser is a tough guy who lives by his own code of honor. In ""Rough Weather,"" he is called upon by the state attorney general to investigate the death of a Boston police officer. The officer had been found floating in the Charles River, and the AG wants to know if the death was an accident, suicide, or homicide. Spenser's investigation leads to a Boston senator and his wife, who are involved in a bitter divorce. The senator's wife, a beautiful young woman, has been seeing a younger man, and the senator has hired a private detective to investigate her activities. Parker's descriptions of Boston's gritty streets and its seedy underbelly are vivid and evocative, and Spenser's detective work is as fascinating as ever. This is a fine addition to the Spenser series, and Parker's fans will be pleased to read it. --David Pitt"
128979,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Wines of the Rhone Valley: Revised and Expanded Edition,"GQWith his revolutionary rating system and infallible palate, Robert Parker is the world's most influential wine critic. --Review","A comprehensive guide to the wines of the Rhone Valley, the most important winegrowing region in France."
122566,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Journey to the Common Good,"Walter Brueggemannis William Marcellus McPheeters Professor Emeritus of Old Testament at Columbia Theological Seminary in Decatur, Georgia.  He is the world's leading interpreter of the Old Testament, and is the author of numerous books, includingIntroduction to the Old Testament: The Canon and Christian ImaginationandReverberations of Faith: A Theological Handbook of Old Testament Themes.","""A profoundly moving, deeply thoughtful, and deeply spiritual book. It is the most important book of the year."" &#8212;Richard J. Roberts, President, Ethics &amp; Public Policy Center, Washington, DC""An essential book for the public discourse."" &#8212;James W. Reardon, President, Center for Public Leadership, Harvard Kennedy School of Government"
121338,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Scholastic Humanism and the Unification of Europe: Foundations,"""Here the 'practical, intellectual and spiritual aspects' of twelfth-century history are discussed by a historian whose knowledge of the period and mastery of the art of writing are almost without equal.""History Todayend""The combination of synthesis with fresh and vivid work on detail is one of Southern's particular gifts ...The proportions of the book will fit harmoniously into the overarching structure outlined at the start of the book, but this volume can also stand just as well on its own - already a classic.""Reviews in History""The recovery of scholasticism therefore calls for two qualities: technical expertise, and lucidity of thought and expression. No historian combines these qualities more conspicuously than R.W. Southern.""Times Literary Supplement""This book is more than a synthesis of a life's work on twelfth-century Western culture by Britain's greatest medievalist - it is the most important book in recent decades on the twelfth-century renaissance and its significance. This is a book to be treasured and reflected upon for years to come.""Norman F. Cantor, New York University""That such a sweeping vision is expressed so lucidly, while simultaneously conveying the human details and experience of the period with a combination of sensitivity and scholarly rigour, justifies the description by its first reviewers: 'masterpiece.'""Journal of Ecclesiastical History","""A remarkable and original work of scholarship."" --The Times Higher Education"
60304,"Please provide a detailed description of the following product, including its features and any relevant specifications.","Radiographic Imaging &amp; Exposure, 2e (Fauber, Radiographic Imaging &amp; Exposure)",Designed to ensure that readers grasp the information they need to produce high-quality images in the clinical setting,"""The text is clear and concise and the illustrations are excellent. The author has done a superb job in providing an easy-to-read text with excellent illustrations and the most up-to-date information."" (D. J. Bowers, MSc, RRT, RCP, RCT, FAARC, Clinical Associate Professor of Radiology, University of California, Irvine)""The text is clear and concise and the illustrations are excellent. The author has done a superb job in providing an easy-to-read text with excellent illustrations and the most up-to-date information."" (D. J. Bowers, MSc, RRT, RCP, RCT, FAARC, Clinical Associate Professor of Radiology, University of California, Irvine)"
140876,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Bob Miller's Math for the TABE Level A (GED &amp; TABE Test Preparation),"Don&#8217;t let poor math skills drag your TABE score down! Use BOB MILLER&#8217;S MATH FOR THE TABE and get ready for the exam!Bob Miller&#8217;s Math for the TABE (Test of Adult Basic Education) Level A &#8211; All the Math You Need for a Higher Score!The Most Complete TABE Level A Math ReviewEverything you need to know for the math portion of the Test of Adult Basic Education (TABE) &#8211; Level A. Our easy-to-understand review chapters cover number operations, fractions, decimals, averages, word problems, and geometry. Step-by-step examples and exercises throughout the book build skills and explain key TABE concepts.The Best TABE Practice Exams AvailableIncludes 4 practice tests based on official TABE questions to help you pinpoint your math strengths and weaknesses. Each practice exam includes every topic you can expect to see on the math portion of the TABE.TABE Math from an ExpertBob Miller has been teaching math for 30 years. His no-stress, no-nonsense style explains TABE math concepts in a step-by-step format that makes math easier. Bob takes the confusion out of math and teaches it from the ground up so anyone can learn TABE Level A math quickly and painlessly. Studying TABE math from this book is like having your own personal tutor.About the AuthorAuthor, teacher, and renowned mathematician Bob Miller has taught at virtually every educational level. Bob says: ""In this book, I break down TABE Level A math and put it back together in step-by-step fashion. I teach TABE math from the inside out so it sticks to your ribs. Welcome to my world of math. If you need help with math, I&#8217;ve got your number.""","""This is a great book. It is easy to read and understand. I will recommend this book to all my friends."" - from a reader in Philadelphia, PA"
60457,"Please provide a detailed description of the following product, including its features and any relevant specifications.","Diagnostic Atlas of Melanocytic Pathology: Expert Consult: Online and Print, 1e","""This beautifully illustrated atlas complements other major texts on melanocytic skin pathology.""Diagnostic Atlas of Melanocytic Pathology, October 2009","""A comprehensive, high-quality atlas of melanocytic lesions, including melanoma, melanocytic nevi, and melanocytic tumors. The book is divided into 14 sections, each containing a set of images and a corresponding commentary. The images are excellent, and the comments are detailed and well written. The book is a valuable reference for dermatologists, dermatopathologists, and general pathologists.""--Doody's"
45970,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Is He Mr. Right?: Everything You Need to Know Before You Commit,"&#8220;An extremely helpful and insightful guide for avoiding a lot of relationship pitfalls written in a very accessible, conversational style.&#8221; &#8212;Susan Forward, author ofMen Who Hate Women and the Women Who Love Them&#8220;Full of simple ways of checking in about the newest guy,Is He Mr. Right?speaks to every woman who is struggling with relationships . . . Kirshenbaum walks the reader step-by-step through understanding themselves and decision-making processes about such an important area of life. . . . Read this book and it&#8217;ll be a lot easier to figure out if he is Mr. Right. And every woman out there deserves to find Mr. Right.&#8221; &#8212;Dr. Dorothy Firman, coauthor with her mother, Julie Firman, ofDaughters and Mothers: Making It Workand theNew York TimesbestsellingChicken Soup for the Mother and Daughter Soul&#8220;Explains in a highly entertaining way what creates the essential chemistry in a healthy relationship. A valuable read, indeed.&#8221; &#8212;Susan Jeffers, Ph.D., author ofThe Feel the Fear Guide to Lasting LoveandLife Is Huge!&#8220;A very wise, very practical, and very accessible book to help people find the love and relationship they want and need. This book will really help women who are at important decision-making crossroads about their relationship.&#8221; &#8212;Pepper Schwartz, Ph.D., author ofFinding Your Perfect Match","""An indispensable guide for anyone considering a serious relationship. It's the best of the bunch."" (Kirkus Reviews)"
