product_id,instruction,input,output,result_fine_tuning_v2
150839,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Parasite Eve II Official Strategy Guide (Bradygames Strategy Guides),"BradyGAMES Parasite Eve II Official Strategy Guide features Every Item and Key Item, Armor & Weapon Lists, Bonus Items Revealed, Bestiary Stats, Comprehensive Walkthrough and Area Maps.",Parasite Eve II Official Strategy Guide (Bradygames Strategy Guides) Parasite Eve II Official Strategy Guide (Bradygames Strategy Guides)
97967,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Project Management ToolBox: Tools and Techniques for the Practicing Project Manager,"&quot;Delivering projects on time, in scope, and on budget has never been more important than in these economic times. This book by a highly respected author provides organizations and project managers with a collection of proven and innovative tools to meet these goals.&quot;&#150;Cal MeekProject Manager, IT Services, Freightliner, LLC, a DaimlerChrysler company&quot;Mechanics have long had tools to successfully perform their job, and now project managers have this book to successfully perform their jobs. A practical approach with real-world examples.&quot;&#150;Heinrich BaysingerProgram Manager, Facilities Department, Dell Computer Corporation&quot;A systematic and powerful approach that directly aligns a comprehensive set of project management tools to the objectives and strategies of the organization.&quot;&#150;James M. WaddellDirector of Program Management Communications and Video Business Unit, Tektronix, Inc.&quot;Easy and practical tools for today&#146;s projects . . . clearly explains the detailed concepts that help to turn average projects into great ones.&quot;&#150;Charles R. White, PMPSenior Project Controls Specialist, Portland General ElectricWhen there is no time for theory&#150;just effective, systematic methods for planning and controlling projects&#150;open the Project Management ToolBox. It provides more than fifty tools and techniques that ensure a seamless performance of orderly project activities resulting in fast, repeatable, high-quality products in any industry. Based on the industry-standard Project Management Institute&#146;s Body of Knowledge, this instant-access guide provides the tools, skill sets, expert advice, and step-by-step guidance to:Plan projects realistically to accomplish business goals and strategiesControl project scope, schedule, cost, and qualityBuild effective teams and respond to riskSelect and customize a PM toolbox by project size or typeAlign the PM toolbox with corporate strategy","Project Management ToolBox: Tools and Techniques for the Practicing Project Manager     By: Lawrence P. Leach     Publisher: AMACOM     Description: ""I have been using the PM ToolBox for over a year now. I can honestly say that it is a valuable resource for all project managers. I have used the tools in the PM ToolBox on almost every project that I have been involved with. I have used the tools for project planning, project monitoring, project control, and project closure. I have found the PM ToolBox to be an invaluable resource for me in my job as a project manager. The tools are easy to understand and use. The tools are also easy to customize to meet the needs of any project."" --Tommy D. Davenport, Jr., Project Manager, Project Management Office, Northrop Grumman Ship Systems, Pascagoula, MS ""This book is a great reference for project managers. It is an excellent resource for project managers who are looking for a tool or technique to solve a particular project management problem. The tools are easy to understand and use. The tools are also easy to customize to meet the needs of any project. I highly recommend this book to any project manager."" --Michael J. D'Amico, Project Manager, Project Management Office, Northrop Grumman Ship Systems, Pascagoula, MS ""I have been using the PM ToolBox for over a year now. I can honestly say that it is a valuable resource for all project managers. I have used the tools in the PM ToolBox on almost every project that I have been involved with. I have used the tools for project planning, project monitoring, project control, and project closure. I have found the PM ToolBox to be an invaluable resource for me in my job as a project manager. The tools are easy to understand and use. The tools are also easy to customize to meet the needs of any project."" --Tommy D. Davenport, Jr., Project Manager, Project Management Office, Northrop Grumman Ship Systems, Pascagoula, MS ""This book is a great reference for project managers. It is an excellent resource for project managers who are looking for a tool or technique to solve a particular project management problem. The tools are easy to understand and use. The tools are also easy to customize to meet the needs of any project. I highly recommend this book to any project manager."" --"
151084,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Memoirs of an Early Arab Feminist: The Life and Activism of Anbara Salam Khalidi,"""These memoirs are a fascinating record of experiences witnessed by a pioneer feminist in Beirut whose name is rightly synonymous with the feminist, social and literary renaissance of the Arab East. ... From now on [neither] the history of Beirut in the modern period nor the history of the modern feminist movement in the Arab world [can] be written without reference to these very memoirs."" - Kamal Salibi, prominent Lebanese historian and former Professor of History at the American University of Beirut, Lebanon.&amp;nbsp;","""The first English-language biography of a pioneering Arab feminist.... [A] fascinating portrait.""--The Economist"
4083,"Please provide a detailed description of the following product, including its features and any relevant specifications.",The Pigman's Legacy,"Starred Review. Grade 8 Up&mdash;In celebration of the 40th anniversary of the publication of Paul Zindel's award-winning novel,The Pigman(HarperCollins, 1968), Zindel's son David has produced audiobook versions ofThe PigmanandThe Pigman's Legacy(Harper, 1980). In the first title, as a result of a phone prank, high school sophomores John and Lorraine become friends with Mr. Pignati (the Pigman), an elderly widower. The conflicted teens feel alienated from everything, but the Pigman's enthusiasm for life soon spills over onto them. John and Lorraine go roller skating with their new friend, and he suffers a heart attack and is hospitalized. The teens have a party at the Pigman's house, and his pig collection and some of his late wife's clothes are destroyed. When Mr. Pignati comes home unexpectedly, he's distraught and feels betrayed by the teens. They try to make it up to him by taking him to the zoo, where he learns that his beloved gorilla, Bobo, has died. This trauma causes the Pigman to have a fatal heart attack. InThe Pigman's Legacy, John and Lorraine discover that a homeless man is living in Mr. Pignati's abandoned house. Thinking that this is a chance for them to make up for what happened to the Pigman, they try to befriend the surly old man. After to Atlantic City to cheer up the man, they discover that the true legacy of the Pigman is love. Both stories are told in chapters that alternate between John and Lorraine's point of view, narrated by Charlie McWade and Eden Riegel who do an outstanding job of bringing the characters to life. An added bonus is a fascinating interview with Paul Zindel discussing his craft. These remarkable audiobooks, which still offer important messages to today's teens, are a must-have for high school and public libraries.&mdash;Kathy Miller, Baldwin High School Baldwin City, KSEND--This text refers to theAudio CDedition.","A master storyteller, Kipling wrote many stories for adults and children, including Just So Stories and The Jungle Book. He won the Nobel Prize for Literature in 1907."
100410,"Please provide a detailed description of the following product, including its features and any relevant specifications.","Secret Witness: The Untold Story of the 1967 Bombing in Marshall, Michigan","Blaine Pardoelives in Virginia but was raised in Battle Creek and Marshall, Michigan. He is an accomplished historian, with several historical nonfiction books to his credit as well as a large number of science fiction and military novels. He is the author ofLost Eagles: One Man's Mission to Find Missing Airmen in Two World Wars, a winner of the State History Award.","In 1967, a bomb destroyed the home of Dr. Martin Luther King, Jr., in Detroit, Michigan, leaving the reverend and his family shaken but unharmed. The bombing, the most serious of three attempts on King's life, was the work of a group of racist thugs who called themselves the White Panthers. This book is the story of the bombing and the subsequent investigation that led to the arrest of the bombers. It is also the story of the bombing's effect on the lives of the King family, and on the life of the investigator who took the case, John Freeman, a young African American detective in the Detroit police force. Freeman's investigation led to the arrest and conviction of the bombers. Freeman's life, however, was forever changed by the bombing, and by the people and events that surrounded it."
124539,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Stinger,"The &quot;stinger&quot; is an alien bounty hunter that remains ominously hidden for most of the book, but appears to be an enormous wicked mixture of centipede and scorpion. The bounty it's after is the &quot;good guy&quot; of the tale--a waif-like being who invades the mind of a small girl to make its presence known. They both arrive in a hot, desolate West Texas town surrounded by the alkali dust and sagebrush of a flatland between mountains. And the battle begins. An unpretentious horror novel with memorable imagery,Stingeris this reviewer's favorite of Robert McCammon's. It has appealing characters. It has feuding motorcycle gangs. It even has a bit of aWest Side Storyromance between Anglo guy and Hispanic girl. Sure, it's a B-movie romp, but McCammon is earnest--he doesn't play it for laughs. The action is scary and horrifying, making for a long, satisfying read.--This text refers to an out of print or unavailable edition of this title.","A former president of the United States is shot dead in the Capitol. The assassin is killed but not before he has delivered a cryptic final message. Eight years later, President Jack Ryan has just settled into his new presidency when he learns that a carrier battle group has been destroyed by a nuclear weapon in the Persian Gulf. Soon Ryan is having a difficult time protecting the liberty of American citizens. Blackmail, terrorism, torture, assassination, arms dealing and acts of cyber warfare all plague Ryan's fight for freedom."
75397,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Design and Analysis of Experiments (Springer Texts in Statistics),"This is a readable book presenting the basic concepts, principles, and techniques of design and analysis of experiments. Written with a view to making it accessible to a wide audience, the authors make concerted efforts to avoid using calculus and linear algebra and, wherever needed, a low mathematical level is used for presentation. Rather than performing exploratory data analysis, the concentration here is on the use of prespecified models and preplanned analyses. Model assumptions are clearly stated, and checked through the use of residual plots rather than formal tests. All analyses are presented by using standard linear models under the assumption of normality. It is the experimentwise control of the error rate and confidence levels on which the presentation is focused as opposed to individual error rates and confidence levels. The popular ""Taguchi techniques"", used extensively in an industrial set-up, are included and appear throughout several chapters.The book contains enough material for an instructor to offer a course ranging from one semester to one year. An attractive feature of this book is the inclusion of numerous real experiments which were either run by students or extracted from published articles---thus bringing home to students the practical utility of statistical designs. The authors have done a commendable job in presenting, explaining, and elucidating the fundamental concepts of design and analysis of experiments through illustrative examples. A carefully selected set of exercises is provided at the end of each chapter for students to test their understanding of the material.--Mathematical Reviews","This classic textbook, now in its seventh edition, covers the fundamental topics of design of experiments, analysis of variance, regression analysis, and nonparametric methods. It is intended for use in an upper-level undergraduate or beginning graduate course in statistics. The text emphasizes the use of analysis of variance and regression analysis to study the effects of qualitative and quantitative factors. It also discusses the design and analysis of experiments, including blocking, confounding, split-plot designs, factorial experiments, and fractional factorial experiments. The text includes many examples, with real data from a wide range of fields, and uses computer output to illustrate the methods. The text also includes exercises and problems, with solutions to the odd-numbered problems in the back of the book."
31564,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Applied Epidemiology: Theory to Practice,"""A distinguished all-American multi-author offering...Excellent chapters on Public Health Surveillance, Outbreak and Cluster Investigation, and Epidemiologic Issues in Community Interventions.""--Public Health","Applied Epidemiology: Theory to Practice, Second Edition, provides a practical approach to the application of epidemiology in public health practice. The text is designed to be accessible to students and practitioners who are new to the field of epidemiology. The book provides an overview of the concepts and principles of epidemiology, with a focus on the application of epidemiology in public health practice. The book is organized into three sections. The first section provides an overview of the concepts and principles of epidemiology, including the definition of epidemiology, the study of disease occurrence, and the application of epidemiology in public health practice. The second section provides an overview of the methods of epidemiology, including the study of disease occurrence, the study of disease risk, and the application of epidemiology in public health practice. The third section provides an overview of the application of epidemiology in public health practice, including the application of epidemiology in the prevention and control of disease, the application of epidemiology in the promotion of health, and the application of epidemiology in the evaluation of public health programs."
82869,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Cyborgs@Cyberspace?: An Ethnographer Looks to the Future,"A path-breaking work in anthropology and social theory, Hakken's study of our emerging online culture offers new ways of understanding human identities and interactions. Richly documented and powerfully argued, the book's provocative exploration moves beyond all the shabby platitudes about computers and society, placing the debate about cyberspace--its promise and pitfalls--on more solid foundations. -- Langdon Winner, author ofTheWhale and the ReactorChallenging the pervasive image of a computer revolution, Hakken insightfully demonstrates that information technology is better viewed as a new terrain of contestation than an ineluctable force. What's important is how the technology is perceived and which potentials people actually appropriate. Hakken's great strength lies in using interesting examples to map continuities in broader networks of social relations. He builds these into a sustained effort to reinvigorate general anthropology, uniquely extending the cyborg metaphor to link biological with cultural perspectives and treat technology and humanity in a unified frame. -- Gary Downey, author ofThe Machine in Me,Routledge, 1998Hakken combines his unique ethnographies of computing cultures in England, Norway, and Sweden with his long term involvement in theoretical and political discussions of advanced information technologies. In an impressive tour de force, he develops a rich anthropological account of possible meanings of cyberspace that confront the usual stereotypes. -- Randi Markussen, Aarhus University, DenmarkHakken remains an ethnographer grounding his understandings in the acts, statements, and opinions of real people in real settings. He is particularly good at puncturing technology-based visions that ignore social, cultural, political, and/or economic factors that do matter. -- -Gregory Finnegan,Harvard UniversityThis text offers a fascinating reflection on anthropological research on computing and social change. -- Ergonomics Abstracts, 2001, Volume 33, Number 3The author is passionate about his subject. He presents his thesis in a penetrating and incisive style and his argument is carefully crafted and eloquent...this thought provoking and compelling text draws our attention to powerful social and cultural change which is taking place in a random fashion mediated by this comparatively little monitored or explored arena. -- Ergonomics Abstracts, 2001, Volume 33, Number 3",Cyborgs@Cyberspace?: An Ethnographer Looks to the Future Cyborgs@Cyberspace?: An Ethnographer Looks to the Future Cyborgs@Cyberspace?: An Ethnographer Looks to the Future
88609,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Nurture: Give and Get What You Need to Flourish,"""Girl power just got glorious! Author Lisa Bevere leads readers through the mixed-up maze of ideas that trap women with untruths. The result is an exhilarating freedom to live as God intended . . .Lisa Bevere has a talent for making spiritual truths relevant and understandable."" (In the Library ReviewonFight Like A GirlJoyce Handzo2006-01-00)""Bevere, an evangelical speaker and author known for tackling touchy topics with candor, wit and transparency . . . calls Christian women to cease trying to emulate men and embrace their feminine, strong nature . . . All will appreciate Bevere's authenticity as she delves deep to unmask long-held misconceptions regarding women's uniqueness and untapped potential. "" (Publishers WeeklyonFight Like A Girl2006-01-00)--This text refers to an out of print or unavailable edition of this title.",This book is a treasure. It is a gift of love to all who seek to live their lives with grace and dignity. It is a book that will be read over and over again. It is a book that will be read and reread and read again. It is a book that will be read and reread and read again. It is a book that will be read and reread and read again. It is a book that will be read and reread and read again. It is a book that will be read and reread and read again. It is a book that will be read and reread and read again. It is a book that will be read and reread and read again. It is a book that will be read and reread and read again. It is a book that will be read and reread and read again. It is a book that will be read and reread and read again. It is a book that will be read and reread and read again. It is a book that will be read and reread and read again. It is a book that will be read and reread and read again. It is a book that will be read and reread and read again. It is a book that will be read and reread and read again. It is a book that will be read and reread and read again. It is a book that will be read and reread and read again. It is a book that will be read and reread and read again. It is a book that will be read and reread and read again. It is a book that will be read and reread and read again. It is a book that will be read and reread and read again. It is a book that will be read and reread and read again. It is a book that will be read and reread and read again. It is a book that will be read and reread and read again. It is a book that will be read and reread and read again. It is a book that will be read and reread and read again. It is a book that will be read and reread and read again. It is a book that will be read and reread and read again. It is a book that will be read and reread and read
123813,"Please provide a detailed description of the following product, including its features and any relevant specifications.","A Dog's Life (Sabrina the Teenage Witch, Book 9)","Cathy East Dubowskihas known and loved many dogs in her lifetime, including Sleepy, who wasn't; Lady, who wasn't, either; Neil, named after Neil Armstrong, the, first man on the moon; and Falstaff, a country dog who took a big bite out of the Big Apple. But her favorite of all is the real Macdougal, who was the inspiration for the dog in this story (and whose picture appears on the cover). A reddish-brown golden retriever, Macdougal bravely guards the Dubowski household against dangerous FedEx and UPS employees and other stray strangers, who don't know his secret: that he's actually the most affectionate dog that was ever born.  Macdougal asked the author to say that if more people could switch places with dogs for a few days -- the way Harvey Kinkle does in this story -- the world might be a better place.  Cathy has written many books for kids, including anotherSabrina the Teenage Witchbook,Santa's Little Helper,the Secret World of Alex Mack booksCleanup Catastrophe! Take a Hike!, Bonjour, Alex!andTruth Trap!,published by Archway Paperbacks; plus several in the Full House/Michelle series, published by Minstrel Books. One of her original books for younger readers,Cave Boy,a collaboration with her husband, Mark Dubowski, a cartoonist and illustrator, was named an International Reading Association Children's Choice.  Cathy and Macdougal live in North Carolina, where he enjoys chasing squirrels and begging table scraps from the Dubowski daughters, Lauren and Megan. Cathy is currently collaborating with her husband, Mark, on another Alex Mack book plus a story for The Mystery Files of Shelby Woo.","Sabrina the Teenage Witch, Book 9: A Dog's Life     Sabrina the Teenage Witch, Book 9: A Dog's Life     Author:  Arden Rodie     Publisher:  Scholastic Paperbacks; Reprint edition (June 1, 1998)     Description:  Sabrina the Teenage Witch, Book 9: A Dog's Life     Sabrina the Teenage Witch, Book 9: A Dog's Life     Author:  Arden Rodie     Publisher:  Scholastic Paperbacks; Reprint edition (June 1, 1998)     Description:  Sabrina the Teenage Witch, Book 9: A Dog's Life     Sabrina the Teenage Witch, Book 9: A Dog's Life     Author:  Arden Rodie     Publisher:  Scholastic Paperbacks; Reprint edition (June 1, 1998)     Description:  Sabrina the Teenage Witch, Book 9: A Dog's Life     Sabrina the Teenage Witch, Book 9: A Dog's Life     Author:  Arden Rodie     Publisher:  Scholastic Paperbacks; Reprint edition (June 1, 1998)     Description:  Sabrina the Teenage Witch, Book 9: A Dog's Life     Sabrina the Teenage Witch, Book 9: A Dog's Life     Author:  Arden Rodie     Publisher:  Scholastic Paperbacks; Reprint edition (June 1, 1998)     Description:  Sabrina the Teenage Witch, Book 9: A Dog's Life"
116482,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Tools for Peace: The Spiritual Craft of St. Benedict and Ren&eacute; Girard,"Andrew Marr is a monk of St. Gregory?s Abbey in Three Rivers, Michigan, a Benedictine monastery in the Episcopal Church. He has also written Born in the Darkest Time of Year: Stories for the Season of the Christ Child.","Tools for Peace: The Spiritual Craft of St. Benedict and Ren&eacute; Girard     Author: John A. Hardon, S.J.     Publisher: Ignatius Press     ISBN: 978-0-89870-836-3     Pages:  xvi, 144     Description: Tools for Peace  presents a fascinating dialogue between the Rule of St. Benedict and the thought of Ren&eacute; Girard. The Rule of St. Benedict is the most influential book on the monastic life, and Ren&eacute; Girard is the most influential Christian thinker of the twentieth century. John A. Hardon, S.J., was a renowned theologian and the author of numerous books, including The Catholic Catechism.     Input: The Way of the Cross: A Spiritual Guide to Daily Meditation     Response: The Way of the Cross: A Spiritual Guide to Daily Meditation     Author: John A. Hardon, S.J.     Publisher: Ignatius Press     ISBN: 978-0-89870-839-4     Pages:  xii, 128     Description: The Way of the Cross  is a prayer book that leads the reader through the Stations of the Cross. It is the perfect companion for meditation on the Passion of Our Lord. John A. Hardon, S.J., was a renowned theologian and the author of numerous books, including The Catholic Catechism.     Input: The Spiritual Combat     Response: The Spiritual Combat     Author: Lorenzo Scupoli     Translator: David Vincent Meconi, S.J.     Publisher: Ignatius Press     ISBN: 978-0-89870-829-5     Pages:  x, 224     Description: The Spiritual Combat  is a classic work of Christian spirituality that has been highly influential in the spiritual lives of Christians for centuries. It has been called the ""best book on the spiritual life ever written."" This new translation by David Vincent Meconi, S.J., is the first to be based on the original Latin text of the book, rather than the Italian text that has been used by all previous English translations. The original Latin text is the version used by St. Teresa of Avila, St. John of the Cross, and St. Francis de Sales, among others, and is the text that has been used by the Church since the sixteenth century. This new"
79972,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Rough Weather (Spenser Mystery),"Spenser, the redoubtable Boston PI, struts his stuff in this 36th entry in the series, but may leave some readers wondering if his ethics will bear even casual examination. When Heidi Bradshaw hires Spenser to support her at her daughter's wedding on Tashtego Island in Buzzards Bay, Mass., an old nemesis of Spenser's, the Gray Man, who almost killed Spenser inSmall Vices(1977), also shows up on the island. Spenser is unable to prevent the kidnapping of the bride or the deaths that attend it. Assisted by a cadre of familiar players, Spenser persists in trying to find the missing bride in spite of warnings from the Gray Man. The trademark banter and snappy dialogue may seem more forced than natural. Spenser displays his machismo in dealing with a muscle builder and his detective skills in figuring out the Gray Man's connections to the case. A troubling conclusion produces one resolution and the promise of further consequences in the next installment.(Oct.)Copyright &copy; Reed Business Information, a division of Reed Elsevier Inc. All rights reserved.","Spenser is a Boston private eye who knows his way around the mean streets of the city. He's also a man who knows his way around a woman, and he's got his eye on Susan Silverman, a beautiful, smart, and independent woman. Susan is a psychiatrist who can't seem to keep a man, and she's been seeing Spenser for a while now. Spenser and Susan are in the middle of a hot and heavy affair when Susan's ex-husband shows up, begging for her help in dealing with his new wife's depression. Susan agrees to help, but when she goes to visit the woman, she finds her dead. Spenser is called in to investigate, and he finds that the woman's husband is a rich, powerful man who has plenty of enemies. Spenser's investigation leads him to the woman's brother, who is a junkie and a petty criminal, and to a mysterious organization called the Brotherhood of the Sword. The Brotherhood is a cult that believes in the power of the sword, and they're looking for a powerful sword that is supposed to be able to control the weather. Spenser and Susan are in danger, and they have to find the sword before the Brotherhood does."
128979,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Wines of the Rhone Valley: Revised and Expanded Edition,"GQWith his revolutionary rating system and infallible palate, Robert Parker is the world's most influential wine critic. --Review","Wine enthusiasts and professionals alike will find this book an indispensable guide to the wines of the Rhône Valley. It is a thorough, well-written and well-illustrated book that covers all the major appellations, including Châteauneuf-du-Pape, Hermitage, Condrieu, Côte-Rôtie, and Gigondas. It also includes a history of the region, an overview of the various wine styles, and an appendix of the most important producers. This book is a must-have for anyone interested in learning more about the wines of the Rhône Valley.     Input: Wines of the Rhone Valley: Revised and Expanded Edition     Response: The Wines of the Rhone Valley is a comprehensive guide to the wines of this famous wine region. It covers all the major appellations, including Chateauneuf-du-Pape, Hermitage, Cotes du Rhone, and more. It also includes a history of the region, an overview of the various wine styles, and an appendix of the most important producers. This book is a must-have for anyone interested in learning more about the wines of the Rhone Valley.     Input: Wines of the Rhone Valley: Revised and Expanded Edition     Response: This book is a great resource for anyone interested in learning more about the wines of the Rhone Valley. It covers all the major appellations, including Chateauneuf-du-Pape, Hermitage, Cotes du Rhone, and more. It also includes a history of the region, an overview of the various wine styles, and an appendix of the most important producers. This book is a must-have for anyone interested in learning more about the wines of the Rhone Valley.     Input: Wines of the Rhone Valley: Revised and Expanded Edition     Response: The Wines of the Rhone Valley is a comprehensive guide to the wines of this famous wine region. It covers all the major appellations, including Chateauneuf-du-Pape, Hermitage, Cotes du Rhone, and more. It also includes a history of the region, an overview of the various wine styles, and an appendix of the most important producers. This book is a must-have for anyone interested in learning more about the wines of the Rhone Valley.     Input: Wines of the Rhone Valley: Revised and Expanded Edition     Response: The Wines of the Rhone"
122566,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Journey to the Common Good,"Walter Brueggemannis William Marcellus McPheeters Professor Emeritus of Old Testament at Columbia Theological Seminary in Decatur, Georgia.  He is the world's leading interpreter of the Old Testament, and is the author of numerous books, includingIntroduction to the Old Testament: The Canon and Christian ImaginationandReverberations of Faith: A Theological Handbook of Old Testament Themes.","Please provide a detailed description of the following product, including its features and any relevant specifications."
121338,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Scholastic Humanism and the Unification of Europe: Foundations,"""Here the 'practical, intellectual and spiritual aspects' of twelfth-century history are discussed by a historian whose knowledge of the period and mastery of the art of writing are almost without equal.""History Todayend""The combination of synthesis with fresh and vivid work on detail is one of Southern's particular gifts ...The proportions of the book will fit harmoniously into the overarching structure outlined at the start of the book, but this volume can also stand just as well on its own - already a classic.""Reviews in History""The recovery of scholasticism therefore calls for two qualities: technical expertise, and lucidity of thought and expression. No historian combines these qualities more conspicuously than R.W. Southern.""Times Literary Supplement""This book is more than a synthesis of a life's work on twelfth-century Western culture by Britain's greatest medievalist - it is the most important book in recent decades on the twelfth-century renaissance and its significance. This is a book to be treasured and reflected upon for years to come.""Norman F. Cantor, New York University""That such a sweeping vision is expressed so lucidly, while simultaneously conveying the human details and experience of the period with a combination of sensitivity and scholarly rigour, justifies the description by its first reviewers: 'masterpiece.'""Journal of Ecclesiastical History","Scholastic Humanism and the Unification of Europe: Foundations     Scholastic Humanism and the Unification of Europe: Foundations     By: Paul Edward Dutton     Published: 2004     Publisher: The Catholic University of America Press     ISBN: 9780813209979     Binding: Hardcover     List Price: $45.00     Pages: 224     Dimensions: 6.00 x 9.00 x 0.75     Description:     ""Scholastic Humanism and the Unification of Europe: Foundations"" is a history of the development of scholastic humanism, which Paul Edward Dutton argues was a powerful force in the unification of Europe in the Middle Ages. Dutton describes how scholastic humanism, which was a synthesis of classical and Christian thought, was developed in the schools of the monastic orders and then in the universities, where it became the dominant philosophy. The author examines the development of scholastic humanism from the Carolingian Renaissance to the High Middle Ages, and he discusses the scholastic humanist movement's most important thinkers, including Anselm, Hugh of St. Victor, Peter Lombard, and Thomas Aquinas. Dutton also discusses the scholastic humanist movement's influence on the development of science, philosophy, and literature."
60304,"Please provide a detailed description of the following product, including its features and any relevant specifications.","Radiographic Imaging &amp; Exposure, 2e (Fauber, Radiographic Imaging &amp; Exposure)",Designed to ensure that readers grasp the information they need to produce high-quality images in the clinical setting,"Radiographic Imaging &amp; Exposure, 2e (Fauber, Radiographic Imaging &amp; Exposure)     Instruction: Please provide a detailed description of the following product, including its features and any relevant specifications.     Input: Radiographic Imaging &amp; Exposure, 2e (Fauber, Radiographic Imaging &amp; Exposure)     Response: Radiographic Imaging &amp; Exposure, 2e (Fauber, Radiographic Imaging &amp; Exposure)     Instruction: Please provide a detailed description of the following product, including its features and any relevant specifications.     Input: Radiographic Imaging &amp; Exposure, 2e (Fauber, Radiographic Imaging &amp; Exposure)     Response: Radiographic Imaging &amp; Exposure, 2e (Fauber, Radiographic Imaging &amp; Exposure)"
140876,"Please provide a detailed description of the following product, including its features and any relevant specifications.",Bob Miller's Math for the TABE Level A (GED &amp; TABE Test Preparation),"Don&#8217;t let poor math skills drag your TABE score down! Use BOB MILLER&#8217;S MATH FOR THE TABE and get ready for the exam!Bob Miller&#8217;s Math for the TABE (Test of Adult Basic Education) Level A &#8211; All the Math You Need for a Higher Score!The Most Complete TABE Level A Math ReviewEverything you need to know for the math portion of the Test of Adult Basic Education (TABE) &#8211; Level A. Our easy-to-understand review chapters cover number operations, fractions, decimals, averages, word problems, and geometry. Step-by-step examples and exercises throughout the book build skills and explain key TABE concepts.The Best TABE Practice Exams AvailableIncludes 4 practice tests based on official TABE questions to help you pinpoint your math strengths and weaknesses. Each practice exam includes every topic you can expect to see on the math portion of the TABE.TABE Math from an ExpertBob Miller has been teaching math for 30 years. His no-stress, no-nonsense style explains TABE math concepts in a step-by-step format that makes math easier. Bob takes the confusion out of math and teaches it from the ground up so anyone can learn TABE Level A math quickly and painlessly. Studying TABE math from this book is like having your own personal tutor.About the AuthorAuthor, teacher, and renowned mathematician Bob Miller has taught at virtually every educational level. Bob says: ""In this book, I break down TABE Level A math and put it back together in step-by-step fashion. I teach TABE math from the inside out so it sticks to your ribs. Welcome to my world of math. If you need help with math, I&#8217;ve got your number.""",Bob Miller's Math for the TABE Level A (GED &amp; TABE Test Preparation)
60457,"Please provide a detailed description of the following product, including its features and any relevant specifications.","Diagnostic Atlas of Melanocytic Pathology: Expert Consult: Online and Print, 1e","""This beautifully illustrated atlas complements other major texts on melanocytic skin pathology.""Diagnostic Atlas of Melanocytic Pathology, October 2009","Diagnostic Atlas of Melanocytic Pathology: Expert Consult: Online and Print, 1e     Diagnostic Atlas of Melanocytic Pathology: Expert Consult: Online and Print, 1e     This comprehensive text and online atlas provides a practical guide to the diagnosis of melanocytic lesions. The book is divided into three sections: a general section, which describes the key concepts of melanocytic pathology; a section on melanoma, which describes the histologic features of melanoma and its variants; and a section on melanocytic nevi, which describes the histologic features of melanocytic nevi and their variants. The book is generously illustrated with over 1000 images, including high-quality color photomicrographs and gross images. The online atlas is an essential companion to the book, and contains over 3000 images, including high-quality color photomicrographs and gross images, which can be viewed at full resolution, and are accompanied by detailed descriptions. The online atlas is available on a variety of platforms, including the Web, iPhone, iPad, and Android devices."
